Manufacturer,Category,Screen_Size,RAM,GPU,Weight,Screen_resolution,IPS_Panel,Retina_Display,Touchscreen,Quad_HD_plus,GHz,Intel,AMD,Storage_Size,Storage_Size2,Storage_Type,Storage_Type2,os,Weight_KG,Price
HP,Ultrabook,15.6,8,Intel HD Graphics 620,1.84kg,1920x1080,0,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.84,37052.7
MSI,Gaming,15.6,16,Nvidia GeForce GTX 1070,2.94kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.94,60497.399999999994
Acer,2 in 1 Convertible,11.6,4,Intel HD Graphics 400,1.25kg,1366x768,1,0,1,0,1.6,1,0,32GB,NaN,Flash Storage,NaN,Chrome OS,1.25,101101.8
HP,Notebook,14.0,8,Intel HD Graphics 620,2.31kg,1366x768,0,0,0,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.31,299838.0
Lenovo,Notebook,14.0,8,Intel HD Graphics 520,1.65kg,1920x1080,0,0,0,0,2.3,1,0,256GB,NaN,SSD,NaN,Windows - 7,1.65,39080.1
Dell,Notebook,15.6,4,AMD Radeon 530,2.2kg,1920x1080,0,0,0,0,1.6,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,207005.69999999998
Fujitsu,Notebook,15.6,8,Intel HD Graphics 620,2.2kg,1366x768,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.2,213141.0
HP,Notebook,15.6,4,Intel HD Graphics 520,1.88kg,1366x768,0,0,0,0,2.3,1,0,500GB,NaN,HDD,NaN,Windows - 7,1.88,248620.19999999998
Lenovo,Notebook,15.6,8,Nvidia GeForce 920MX,2.2kg,1920x1080,0,0,0,0,2.7,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,239817.0
Mediacom,Notebook,14.0,2,Intel HD Graphics,1.4kg,1920x1080,0,0,0,0,1.44,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.4,63755.399999999994
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,2.2kg,1920x1080,0,0,0,0,2.5,1,0,128GB,NaN,SSD,NaN,No OS,2.2,124843.5
Asus,2 in 1 Convertible,13.3,6,Intel HD Graphics 620,1.5kg,1920x1080,0,0,1,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,1.5,170462.1
Dell,Notebook,15.6,8,Nvidia GeForce GTX 1050,2kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.0,48550.2
Asus,Ultrabook,14.0,16,Intel HD Graphics 620,1.1kg,1920x1080,0,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.1,50684.4
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,2.62kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.62,39453.6
Lenovo,Notebook,15.6,4,Intel UHD Graphics 620,1.8kg,1920x1080,0,0,0,0,1.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.8,221143.8
Lenovo,Notebook,15.6,4,Nvidia GeForce 920MX ,2.2kg,1920x1080,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,154453.8
Asus,Notebook,15.6,8,Intel HD Graphics 500,2kg,1366x768,0,0,0,0,1.1,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.0,106437.0
Asus,Notebook,15.6,8,Nvidia GeForce GTX 1050,1.99kg,1920x1080,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,1.99,241849.8
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,1.23kg,3200x1800,0,0,1,1,1.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.23,49857.299999999996
Lenovo,Notebook,14.0,2,Intel HD Graphics 400,1.42kg,1366x768,0,0,0,0,1.6,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.42,66423.0
Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,1.37kg,1920x1080,1,0,1,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.37,46880.7
Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,2.06kg,3840x2160,0,0,1,0,2.8,1,0,1TB,NaN,SSD,NaN,Windows - 10,2.06,63995.7
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050M,2.5kg,1920x1080,1,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.5,295836.6
HP,Notebook,17.0,8,AMD Radeon R5,2.6kg,1600x900,0,0,0,0,3.0,0,1,1TB,NaN,HDD,NaN,Windows - 10,2.6,138955.19999999998
Lenovo,Ultrabook,14.0,16,Intel HD Graphics 620,1.14kg,1920x1080,1,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.14,65356.2
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,2.5kg,1920x1080,1,0,0,0,2.8,1,0,1TB,NaN,HDD,NaN,No OS,2.5,31184.1
Acer,Notebook,15.6,4,Intel HD Graphics 520,2.4kg,1366x768,0,0,0,0,2.0,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.4,120042.0
Lenovo,Notebook,14.0,4,Intel HD Graphics,1.43kg,1366x768,0,0,0,0,1.6,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.43,73092.0
Acer,Ultrabook,14.0,8,Intel Graphics 620,1.8kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.8,245152.19999999998
Razer,Gaming,14.0,16,Nvidia GeForce GTX 1060,1.95kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.95,69330.9
Toshiba,Notebook,13.3,8,Intel HD Graphics 520,1.2kg,1920x1080,0,0,0,0,2.3,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.2,32357.699999999997
Lenovo,Ultrabook,12.5,8,Intel HD Graphics 620,1.36kg,1920x1080,1,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.36,42254.7
Asus,Gaming,17.3,32,Nvidia GeForce GTX 1080,3.8kg,1920x1080,1,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,3.8,74666.09999999999
Acer,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.4kg,1920x1080,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Linux,2.4,189132.6
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,1.2kg,1920x1080,0,0,0,0,1.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.2,38677.5
MSI,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,2.2kg,1920x1080,0,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.2,31792.199999999997
HP,Notebook,15.6,4,Intel HD Graphics 520,1.86kg,1366x768,0,0,0,0,2.0,1,0,500GB,NaN,HDD,NaN,No OS,1.86,97340.7
Toshiba,Notebook,15.6,8,Intel HD Graphics 620,2.0kg,1920x1080,1,0,0,0,2.5,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.0,283832.39999999997
Dell,Notebook,15.6,8,AMD Radeon 530,2.2kg,1920x1080,0,0,0,0,1.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.2,245152.19999999998
Dell,Notebook,15.6,16,AMD Radeon 530,2.2kg,1920x1080,0,0,0,0,1.8,1,0,256GB,2TB,SSD ,HDD,Windows - 10,2.2,30277.199999999997
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 960,3.31kg,1920x1080,1,0,0,0,2.6,1,0,128GB,1TB,SSD ,HDD,Windows - 10,3.31,31904.399999999998
Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070,4.42kg,3840x2160,1,0,0,0,2.8,1,0,512GB,1TB,SSD ,HDD,Windows - 10,4.42,83959.2
Dell,Notebook,14.0,8,Intel HD Graphics 520,1.56kg,1920x1080,0,0,0,0,2.4,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.56,32784.6
Lenovo,Notebook,15.6,4,Intel HD Graphics 500,2.2kg,1366x768,0,0,0,0,1.1,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.2,111772.2
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,2.2kg,1920x1080,0,0,0,0,2.3,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.2,142716.6
HP,Notebook,15.6,6,AMD Radeon R5 M430,2.04kg,1920x1080,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.04,143783.4
MSI,Gaming,17.3,8,Nvidia GeForce GTX 1060,2.7kg,1920x1080,0,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.7,39660.9
Toshiba,Notebook,15.6,4,Intel HD Graphics 520,2.1kg,1366x768,0,0,0,0,2.1,1,0,128GB,NaN,SSD,NaN,Windows - 10,2.1,132846.3
Dell,Notebook,15.6,8,Intel HD Graphics 620,2.06kg,1920x1080,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.06,254755.8
HP,Notebook,15.6,8,AMD Radeon 530,2.1kg,1920x1080,0,0,0,0,2.7,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.1,198736.19999999998
Toshiba,Notebook,15.6,8,Intel HD Graphics 620,2.0kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.0,33558.299999999996
Acer,Notebook,15.6,4,Intel HD Graphics 520,2.1kg,1366x768,0,0,0,0,2.0,1,0,128GB,NaN,SSD,NaN,Linux,2.1,109905.0
Microsoft,Ultrabook,13.5,8,Intel Iris Plus Graphics 640,1.252kg,2256x1504,0,0,1,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10 S,1.252,49826.7
Lenovo,Notebook,15.6,8,AMD Radeon R5 M430,1.90kg,1920x1080,0,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,Windows - 10,1.9,218196.3
Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,1.3kg,1920x1080,1,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.3,275829.6
Lenovo,Notebook,15.6,4,AMD Radeon R2 Graphics,2.2kg,1366x768,0,0,0,0,2.2,0,1,128GB,NaN,SSD,NaN,Windows - 10,2.2,93099.0
HP,2 in 1 Convertible,14.0,4,Nvidia GeForce 940MX,1.63kg,1920x1080,1,0,1,0,2.4,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.63,186465.0
MSI,Gaming,15.6,16,Nvidia GeForce GTX 1050,2.4kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.4,34518.6
Asus,Ultrabook,14.0,8,Intel HD Graphics 620,1.1kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.1,30277.199999999997
HP,2 in 1 Convertible,11.6,8,Intel HD Graphics 500,1.4kg,1366x768,0,0,1,0,1.1,1,0,64GB,NaN,Flash Storage,NaN,Chrome OS,1.4,132046.19999999998
LG,Ultrabook,15.6,8,Intel HD Graphics 620,1.09kg,1920x1080,1,0,0,0,1.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.09,61328.1
Acer,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,2.5kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.5,34652.1
MSI,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.2kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.2,266199.6
Asus,Notebook,15.6,4,Intel HD Graphics 500,1.86kg,1366x768,0,0,0,0,1.1,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.86,111772.2
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1060,3.21kg,1920x1080,0,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,Windows - 10,3.21,54712.2
HP,Notebook,17.3,4,AMD Radeon R5 520,2.5kg,1920x1080,1,0,0,0,2.0,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.5,186465.0
Lenovo,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,1.19kg,1920x1080,1,0,1,0,1.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.19,39987.299999999996
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1070,3.49kg,1920x1080,0,0,0,0,2.9,1,0,256GB,1TB,SSD ,HDD,Windows - 10,3.49,75059.4
HP,Notebook,15.6,4,AMD Radeon 520,1.86kg,1366x768,0,0,0,0,2.5,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.86,163419.6
Dell,Notebook,15.6,4,AMD Radeon R5 M430,2.2kg,1366x768,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,145562.69999999998
HP,Notebook,17.3,6,AMD Radeon R7 M440,2.65kg,1920x1080,1,0,0,0,2.4,0,1,2TB,NaN,HDD,NaN,Windows - 10,2.65,151786.19999999998
Lenovo,Notebook,15.6,4,Intel HD Graphics 510,2.1kg,1366x768,0,0,0,0,1.6,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.1,84829.5
Acer,Notebook,14.0,4,Intel HD Graphics 510,1.45kg,1366x768,0,0,0,0,1.6,1,0,32GB,NaN,Flash Storage,NaN,Chrome OS,1.45,100035.0
Lenovo,Notebook,14.0,4,Intel HD Graphics 620,1.7kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.7,186465.0
HP,Workstation,17.3,8,Nvidia Quadro M1200,3.14kg,1920x1080,0,0,0,0,2.8,1,0,500GB,NaN,HDD,NaN,Windows - 10,3.14,50897.4
Lenovo,2 in 1 Convertible,14.0,8,Intel HD Graphics 620,1.42kg,2560x1440,0,0,1,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.42,69090.59999999999
Toshiba,Notebook,13.3,8,Intel HD Graphics 620,1.5kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.5,259557.3
Acer,Netbook,11.6,4,Intel HD Graphics,1.4kg,1366x768,0,0,0,0,1.6,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.4,71758.2
Lenovo,2 in 1 Convertible,14.0,16,Intel HD Graphics 620,1.38kg,1920x1080,0,0,1,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.38,46656.299999999996
Asus,2 in 1 Convertible,12.5,4,Intel HD Graphics 515,1.2kg,1920x1080,0,0,1,0,0.9,1,0,64GB,NaN,Flash Storage,NaN,Chrome OS,1.2,178462.19999999998
Toshiba,Ultrabook,13.3,16,Intel HD Graphics 520,1.36kg,1920x1080,0,0,1,0,2.5,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.36,50070.6
HP,Notebook,15.6,4,AMD Radeon 530,2.1kg,1920x1080,1,0,0,0,2.7,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.1,183797.4
Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.56kg,1920x1080,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.56,218476.19999999998
Lenovo,Notebook,15.6,4,AMD Radeon 530,2.2kg,1920x1080,0,0,0,0,2.9,0,1,256GB,NaN,SSD,NaN,Windows - 10,2.2,106437.0
Lenovo,Notebook,15.6,8,AMD Radeon R7,2.2kg,1366x768,0,0,0,0,3.6,0,1,1TB,NaN,HDD,NaN,Windows - 10,2.2,114439.8
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,2.1kg,1920x1080,0,0,0,0,2.5,1,0,1TB,1TB,HDD ,HDD,Windows - 10,2.1,165777.9
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,1.90kg,1366x768,0,0,0,0,2.0,1,0,500GB,NaN,HDD,NaN,No OS,1.9,120042.0
Dell,Notebook,15.6,8,Intel HD Graphics 620,2.18kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.18,212074.19999999998
Acer,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,1.6kg,1920x1080,1,0,1,0,1.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.6,266493.0
Lenovo,Workstation,15.6,16,Nvidia Quadro M520M,2.18kg,1920x1080,0,0,0,0,2.5,1,0,512GB,NaN,SSD,NaN,Windows - 7,2.18,49483.799999999996
Lenovo,Notebook,14.0,8,Intel HD Graphics 520,1.8kg,1920x1080,0,0,0,0,2.3,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.8,31770.899999999998
HP,Notebook,17.3,6,AMD Radeon 530,2.71kg,1920x1080,1,0,0,0,2.5,0,1,2TB,NaN,HDD,NaN,Windows - 10,2.71,174730.19999999998
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,2.5kg,1920x1080,1,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.5,33318.299999999996
Dell,Notebook,14.0,8,Nvidia GeForce 930MX,1.64kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Linux,1.64,290501.39999999997
Dell,Notebook,15.6,8,Intel HD Graphics 620,1.98kg,1920x1080,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Linux,1.98,193667.69999999998
Asus,Notebook,14.0,4,Intel HD Graphics 500,1.5kg,1920x1080,0,0,0,0,1.1,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.5,79494.3
Dell,Notebook,15.6,16,Intel HD Graphics 620,1.93kg,1920x1080,0,0,0,0,2.6,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.93,38057.4
Lenovo,Notebook,14.0,8,Nvidia GeForce 920MX,1.87kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.87,228631.8
Dell,Notebook,15.6,8,Intel HD Graphics 620,1.9kg,1920x1080,0,0,0,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.9,31450.8
Lenovo,Notebook,15.6,4,AMD Radeon R4,2.19kg,1366x768,0,0,0,0,2.0,0,1,500GB,NaN,HDD,NaN,Windows - 10,2.19,79494.3
Mediacom,Notebook,14.0,4,Intel HD Graphics 400,1.4kg,1920x1200,1,0,0,0,1.92,1,0,32GB,NaN,HDD,NaN,Windows - 10,1.4,70691.4
HP,Notebook,17.3,8,Nvidia GeForce 930MX,2.63kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.63,32011.199999999997
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 520,1.17kg,2560x1440,1,0,0,1,2.5,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.17,44992.799999999996
HP,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,1.58kg,1366x768,1,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.58,223171.19999999998
Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,1.32kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.32,39987.299999999996
Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070,4.36kg,3840x2160,0,0,0,0,2.8,1,0,1TB,1TB,SSD ,HDD,Windows - 10,4.36,97617.9
MSI,Gaming,17.3,8,Nvidia GeForce GTX 1050 Ti,2.7kg,1920x1080,0,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.7,35971.799999999996
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,1.9kg,1366x768,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,No OS,1.9,130685.7
Dell,Notebook,15.6,8,AMD Radeon 530,2.2kg,1920x1080,0,0,0,0,1.6,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.2,191800.19999999998
Dell,2 in 1 Convertible,13.3,4,Intel HD Graphics 620,1.71kg,1920x1080,0,0,1,0,2.4,1,0,1TB,NaN,HDD,NaN,Windows - 10,1.71,173127.0
Dell,Notebook,15.6,8,AMD Radeon R7 M445,2.32kg,1366x768,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Linux,2.32,157260.3
HP,Notebook,15.6,4,AMD Radeon 520,2.1kg,1920x1080,0,0,0,0,3.0,0,1,1TB,NaN,HDD,NaN,Windows - 10,2.1,130445.4
Acer,Gaming,17.3,16,Nvidia GeForce GTX 1060,4.2kg,1920x1080,1,0,0,0,2.6,1,0,128GB,1TB,SSD ,HDD,Windows - 10,4.2,51618.0
Dell,Notebook,15.6,12,Intel HD Graphics 620,2.25kg,1366x768,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.25,173127.0
HP,Notebook,15.6,6,AMD Radeon 520,2.1kg,1920x1080,0,0,0,0,3.0,0,1,128GB,1TB,SSD ,HDD,Windows - 10,2.1,173394.0
Acer,Notebook,15.6,4,Intel HD Graphics 620,2.4kg,1366x768,0,0,0,0,2.5,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.4,149118.6
Lenovo,Notebook,13.3,8,Intel HD Graphics 620,1.44kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.44,256089.59999999998
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,1.85kg,1920x1080,0,0,0,0,2.7,1,0,1TB,NaN,HDD,NaN,Windows - 10,1.85,207805.8
HP,Workstation,15.6,16,Nvidia Quadro M2200,2.6kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.6,64529.1
Dell,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,1.55kg,1920x1080,0,0,1,0,1.6,1,0,1TB,NaN,HDD,NaN,Windows - 10,1.55,175794.6
MSI,Gaming,15.6,16,Nvidia GeForce GTX 1060,1.8kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,1.8,55872.299999999996
Acer,Notebook,15.6,4,Intel HD Graphics 520,2.4kg,1366x768,0,0,0,0,2.0,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.4,109584.9
Dell,Notebook,15.6,8,Nvidia GeForce 940MX,2.0kg,1920x1080,0,0,0,0,2.7,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.0,32197.8
Dell,Notebook,15.6,8,Intel HD Graphics 520,2kg,1366x768,0,0,0,0,2.0,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.0,177395.4
Toshiba,Notebook,14.0,8,Intel HD Graphics 620,1.25kg,1920x1080,1,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.25,40947.6
Lenovo,2 in 1 Convertible,14.0,8,Intel HD Graphics 620,1.7kg,1920x1080,0,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.7,266493.0
Lenovo,Workstation,15.6,16,Nvidia Quadro M520M,2.5kg,3840x2160,1,0,0,0,2.8,1,0,1TB,NaN,SSD,NaN,Windows - 10,2.5,88004.09999999999
Acer,Notebook,14.0,2,Intel HD Graphics 400,1.68kg,1366x768,0,0,0,0,1.6,1,0,32GB,NaN,Flash Storage,NaN,Chrome OS,1.68,88030.8
Samsung,Ultrabook,13.3,16,Intel HD Graphics 620,0.81kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,0.81,43988.7
HP,Notebook,15.6,8,Intel HD Graphics 520,1.86kg,1920x1080,0,0,0,0,2.0,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.86,143783.4
Dell,Notebook,14.0,8,Intel HD Graphics 620,1.6kg,1366x768,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.6,30056.1
HP,Workstation,17.3,16,Nvidia Quadro M2000M,3kg,1920x1080,1,0,0,0,2.9,1,0,256GB,NaN,SSD,NaN,Windows - 7,3.0,117080.7
Lenovo,Netbook,11.6,4,Intel HD Graphics 400,1.4kg,1366x768,0,0,1,0,1.6,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.4,126711.0
HP,Notebook,15.6,8,Intel HD Graphics 520,1.84kg,1920x1080,0,0,0,0,2.4,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.84,50684.4
Asus,Notebook,15.6,4,Nvidia GeForce GTX 950M,2.45kg,1366x768,0,0,0,0,2.3,1,0,1TB,NaN,HDD,NaN,No OS,2.45,154453.8
Lenovo,Ultrabook,14.0,4,Intel HD Graphics 520,1.7kg,1920x1080,0,0,0,0,2.3,1,0,1GB,NaN,SSD,NaN,Windows - 10,1.7,292368.89999999997
Asus,Notebook,15.6,4,Intel HD Graphics 620,2.37kg,1366x768,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.37,226719.3
Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 540,1.3kg,3200x1800,1,0,1,1,1.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.3,31984.5
HP,Notebook,15.6,8,Nvidia GeForce GTX 1050,2.2kg,1920x1080,1,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.2,293169.0
HP,Workstation,15.6,8,Nvidia Quadro M1000M,2.59kg,1920x1080,0,0,0,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 7,2.59,41641.2
Dell,Gaming,15.6,16,Nvidia GeForce GTX 1070,4.42kg,3840x2160,1,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,4.42,76533.0
Acer,Notebook,15.6,4,Intel HD Graphics 620,2.1kg,1366x768,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.1,159789.0
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.5kg,1920x1080,1,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.5,279564.3
Dell,Ultrabook,12.5,16,Intel HD Graphics 620,1.18kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.18,49590.6
Google,Ultrabook,12.3,8,Intel HD Graphics 615,1.1kg,2400x1600,0,0,1,0,1.2,1,0,256GB,NaN,SSD,NaN,Chrome OS,1.1,41587.799999999996
Asus,Ultrabook,13.3,8,Intel HD Graphics 620,1.2kg,3200x1800,1,0,0,1,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.2,30117.0
Dell,Notebook,13.3,4,Intel HD Graphics 520,1.65kg,1366x768,0,0,0,0,2.0,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.65,226479.0
Acer,Notebook,13.3,4,Intel HD Graphics 520,1.6kg,1366x768,0,0,0,0,2.3,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.6,174727.8
Asus,Notebook,17.3,4,Nvidia GeForce 920MX,2.8kg,1366x768,0,0,0,0,1.1,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.8,125467.79999999999
Dell,Gaming,15.6,16,Nvidia GeForce GTX 960M,2.72kg,3840x2160,1,0,1,0,2.6,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.72,293169.0
Samsung,Ultrabook,13.3,8,Intel HD Graphics 620,1.31kg,1920x1080,0,0,1,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.31,42654.9
Acer,Notebook,15.6,4,Intel HD Graphics 505,2.1kg,1366x768,0,0,0,0,1.1,1,0,1TB,NaN,HDD,NaN,Linux,2.1,79494.3
Dell,Notebook,15.6,16,AMD Radeon R7 M445,2.3kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.3,31511.399999999998
